Date,RAV Index,RAG Index,,,Date,RAV Index,RAG Index,,
01/04/2021,1994.56,2003.666,,,01/04/2021,26.8357,43.9996,,
31/03/2021,1975.437,1972.211,,,31/03/2021,26.5737,43.3112,,
30/03/2021,1983.262,1944.641,,,30/03/2021,32.0879,46.1132,,
29/03/2021,1978.248,1953.002,,,29/03/2021,32.0062,46.3171,,
26/03/2021,1989.513,1958.696,,,26/03/2021,32.1708,49.0537,,
25/03/2021,1956.259,1927.83,,,25/03/2021,31.6278,48.2999,,
24/03/2021,1931.378,1927.159,,,24/03/2021,31.2172,48.2834,,
23/03/2021,1933.548,1956.862,,,23/03/2021,31.2527,49.0269,,
22/03/2021,1964.513,1967.775,,,22/03/2021,31.6546,49.2994,,
19/03/2021,1968.431,1941.816,,,19/03/2021,30.5978,44.6126,,
18/03/2021,1974.018,1932.952,,,18/03/2021,30.702,43.6409,,
17/03/2021,1990.987,1984.724,,,17/03/2021,30.9682,44.6652,,
16/03/2021,1980.775,1982.443,,,16/03/2021,31.0115,44.7605,,
15/03/2021,1997.256,1980.296,,,15/03/2021,31.2697,44.7207,,
12/03/2021,1987.95,1961.504,,,12/03/2021,30.6496,44.2961,,
11/03/2021,1971.497,1972.88,,,11/03/2021,30.4794,44.5813,,
10/03/2021,1963.636,1930.158,,,10/03/2021,30.3902,43.611,,
09/03/2021,1937.67,1930.566,,,09/03/2021,29.9854,43.6228,,
08/03/2021,1938.29,1869.396,,,08/03/2021,29.9882,42.2419,,
05/03/2021,1919.68,1908.947,,,05/03/2021,29.7333,43.1345,,
04/03/2021,1877.239,1880.402,,,04/03/2021,29.0861,42.5276,,
03/03/2021,1900.952,1917.604,,,03/03/2021,29.4601,43.3695,,
02/03/2021,1904.185,1970.608,,,02/03/2021,29.5118,44.5666,,
01/03/2021,1913.281,1999.278,,,01/03/2021,29.6396,45.2194,,
26/02/2021,1870.01,1946.854,,,26/02/2021,29.0248,44.1027,,
25/02/2021,1890.302,1939.414,,,25/02/2021,29.327,43.9342,,
24/02/2021,1930.348,2003.45,,,24/02/2021,29.9535,45.3809,,
23/02/2021,1901.77,1987.471,,,23/02/2021,29.5217,45.0189,,
22/02/2021,1895.522,1994.237,,,22/02/2021,29.4303,45.1693,,
19/02/2021,1888.251,2038.732,,,19/02/2021,29.3145,46.1807,,
18/02/2021,1875.635,2046.54,,,18/02/2021,29.1179,46.3588,,
17/02/2021,1888.254,2056.209,,,17/02/2021,29.3033,46.5789,,
16/02/2021,1887.49,2063.97,,,16/02/2021,29.2918,46.7516,,
12/02/2021,1883.215,2074.477,,,12/02/2021,29.1897,47.0024,,
11/02/2021,1873.757,2065.008,,,11/02/2021,28.9604,46.7851,,
10/02/2021,1872.782,2057.155,,,10/02/2021,28.9399,46.5979,,
09/02/2021,1870.268,2061.45,,,09/02/2021,28.9037,46.6983,,
08/02/2021,1870.763,2061.181,,,08/02/2021,28.9004,46.6922,,
05/02/2021,1848.447,2047.705,,,05/02/2021,28.7558,47.5715,,
04/02/2021,1837.615,2037.544,,,04/02/2021,28.5654,47.3367,,
03/02/2021,1814.77,2014.733,,,03/02/2021,28.1261,45.6428,,
02/02/2021,1807.331,2018.394,,,02/02/2021,28.0273,45.7654,,
01/02/2021,1783.579,1987.319,,,01/02/2021,27.8948,45.0618,,
29/01/2021,1762.929,1944.464,,,29/01/2021,27.7651,44.2974,,
28/01/2021,1793.21,1984.412,,,28/01/2021,28.2384,45.2503,,
27/01/2021,1769.351,1971.026,,,27/01/2021,27.801,44.9462,,
26/01/2021,1815.789,2023.371,,,26/01/2021,28.5307,46.1401,,
25/01/2021,1824.367,2027.16,,,25/01/2021,28.4386,46.2215,,
22/01/2021,1826.957,2014.526,,,22/01/2021,28.4401,45.9311,,
21/01/2021,1834.04,2013.167,,,21/01/2021,28.4875,45.8974,,
20/01/2021,1846.427,2003.993,,,20/01/2021,28.7354,45.6895,,
19/01/2021,1837.587,1963.364,,,19/01/2021,28.6035,44.7634,,
15/01/2021,1828.485,1940.216,,,15/01/2021,28.4204,44.2338,,
14/01/2021,1846.902,1951.769,,,14/01/2021,28.6953,44.5266,,
13/01/2021,1837.927,1966.208,,,13/01/2021,28.5588,44.8515,,
12/01/2021,1841.836,1958.618,,,12/01/2021,28.6045,44.6778,,
11/01/2021,1830.163,1959.693,,,11/01/2021,28.4279,44.7093,,
08/01/2021,1829.039,1982.277,,,08/01/2021,28.4249,45.2232,,
07/01/2021,1829.2,1963.9,,,07/01/2021,28.4226,44.7997,,
06/01/2021,1813.833,1919.117,,,06/01/2021,28.3329,43.7745,,
05/01/2021,1767.337,1935.497,,,05/01/2021,27.596,44.1439,,
04/01/2021,1749.917,1922.697,,,04/01/2021,27.3245,43.8493,,
31/12/2020,1774.761,1952.614,,,31/12/2020,27.6781,44.5712,,
30/12/2020,1761.409,1948.389,,,30/12/2020,25.9178,45.7534,,
29/12/2020,1752.34,1948.038,,,29/12/2020,25.7831,45.7439,,
28/12/2020,1759.739,1955.283,,,28/12/2020,25.8894,45.9033,,
24/12/2020,1754.277,1940.382,,,24/12/2020,25.7426,46.5498,,
23/12/2020,1751.073,1933.634,,,23/12/2020,25.6909,46.387,,
22/12/2020,1737.082,1944.159,,,22/12/2020,25.4827,46.637,,
21/12/2020,1746.463,1934.077,,,21/12/2020,25.5963,46.3958,,
18/12/2020,1754.93,1936.982,,,18/12/2020,25.5959,45.8192,,
17/12/2020,1763.847,1936.497,,,17/12/2020,25.724,45.8151,,
16/12/2020,1754.414,1917.643,,,16/12/2020,25.6105,45.3698,,
15/12/2020,1759.82,1907.566,,,15/12/2020,25.6902,45.1331,,
14/12/2020,1732.91,1885.415,,,14/12/2020,25.3043,44.6092,,
11/12/2020,1750.084,1878.969,,,11/12/2020,25.5731,44.4571,,
10/12/2020,1753.932,1881.742,,,10/12/2020,25.623,44.5225,,
09/12/2020,1755.817,1874.778,,,09/12/2020,25.65,44.357,,
08/12/2020,1758.374,1906.456,,,08/12/2020,25.6862,45.0927,,
07/12/2020,1752.199,1898.03,,,07/12/2020,25.581,44.8944,,
04/12/2020,1762.084,1891.124,,,04/12/2020,25.7265,44.6977,,
03/12/2020,1738.173,1877.889,,,03/12/2020,25.3734,44.386,,
02/12/2020,1734.248,1877.815,,,02/12/2020,25.338,44.3834,,
01/12/2020,1725.239,1882.957,,,01/12/2020,25.2074,44.4651,,
30/11/2020,1708.262,1862.805,,,30/11/2020,24.957,43.9921,,
27/11/2020,1729.659,1861.492,,,27/11/2020,25.2531,44.0317,,
25/11/2020,1731.252,1847.045,,,25/11/2020,25.2822,43.8366,,
24/11/2020,1742.643,1838.039,,,24/11/2020,25.4442,43.6205,,
23/11/2020,1705.492,1820.142,,,23/11/2020,24.8962,43.1972,,
20/11/2020,1681.443,1817.494,,,20/11/2020,24.5714,43.1667,,
19/11/2020,1689.729,1828.23,,,19/11/2020,24.6195,43.3833,,
18/11/2020,1683.739,1815.388,,,18/11/2020,24.5278,43.0786,,
17/11/2020,1703.177,1832.443,,,17/11/2020,24.9528,43.5307,,
16/11/2020,1710.216,1834.298,,,16/11/2020,25.2103,43.5749,,
13/11/2020,1677.911,1823.601,,,13/11/2020,24.7134,43.3244,,
12/11/2020,1644.648,1810.139,,,12/11/2020,24.2278,43.0053,,
11/11/2020,1667.573,1822.087,,,11/11/2020,24.5248,43.3077,,
10/11/2020,1673.448,1788.718,,,10/11/2020,24.5887,42.531,,
09/11/2020,1653.711,1811.481,,,09/11/2020,24.2981,43.072,,
06/11/2020,1585.87,1842.407,,,06/11/2020,23.2284,43.7953,,
05/11/2020,1589.703,1840.456,,,05/11/2020,23.2831,43.7418,,
04/11/2020,1561.685,1798.858,,,04/11/2020,22.8718,42.7535,,
03/11/2020,1563.567,1726.789,,,03/11/2020,22.9022,41.0389,,
02/11/2020,1534.039,1694.739,,,02/11/2020,22.4658,40.2672,,
30/10/2020,1504.607,1684.783,,,30/10/2020,22.1506,40.2579,,
29/10/2020,1507.43,1726.269,,,29/10/2020,22.1685,41.3036,,
28/10/2020,1493.936,1702.988,,,28/10/2020,21.9684,40.7532,,
27/10/2020,1540.157,1769.595,,,27/10/2020,22.6484,42.3478,,
26/10/2020,1560.223,1760.38,,,26/10/2020,22.9433,42.1254,,
23/10/2020,1593.502,1790.253,,,23/10/2020,23.4181,43.0246,,
22/10/2020,1590.204,1780.528,,,22/10/2020,23.3734,42.8001,,
21/10/2020,1568.805,1781.149,,,21/10/2020,23.0582,42.8159,,
20/10/2020,1574.743,1786.639,,,20/10/2020,23.1399,42.9283,,
19/10/2020,1567.118,1781.455,,,19/10/2020,23.0161,42.804,,
16/10/2020,1588.879,1812.069,,,16/10/2020,23.3458,43.5654,,
15/10/2020,1586.143,1816.442,,,15/10/2020,23.3058,43.671,,
14/10/2020,1579.805,1825.053,,,14/10/2020,23.2131,43.8792,,
13/10/2020,1586.905,1840.083,,,13/10/2020,23.3095,44.2427,,
12/10/2020,1603.538,1841.712,,,12/10/2020,23.5544,44.2816,,
09/10/2020,1591.473,1803.194,,,09/10/2020,23.396,43.3518,,
08/10/2020,1588.577,1776.858,,,08/10/2020,23.3591,42.7189,,
07/10/2020,1568.851,1769.476,,,07/10/2020,23.0685,42.5444,,
06/10/2020,1543.524,1736.489,,,06/10/2020,22.6962,41.751,,
05/10/2020,1557.671,1763.975,,,05/10/2020,22.8958,42.4139,,
02/10/2020,1532.605,1727.676,,,02/10/2020,22.4554,41.5366,,
01/10/2020,1526.793,1761.279,,,01/10/2020,22.398,42.4026,,
30/09/2020,1522.86,1740.568,,,30/09/2020,22.3325,41.9066,,
29/09/2020,1511.745,1726.718,,,29/09/2020,20.9295,43.5944,,
28/09/2020,1523.888,1729.552,,,28/09/2020,21.1032,43.708,,
25/09/2020,1497.561,1702.084,,,25/09/2020,20.7256,43.2217,,
24/09/2020,1480.677,1665.939,,,24/09/2020,20.4964,42.3202,,
23/09/2020,1478.559,1661.137,,,23/09/2020,20.4667,42.2004,,
22/09/2020,1510.637,1708,,,22/09/2020,20.9108,43.3883,,
21/09/2020,1506.011,1680.986,,,21/09/2020,20.848,42.6997,,
18/09/2020,1543.021,1682.346,,,18/09/2020,21.3488,41.7177,,
17/09/2020,1557.203,1699.479,,,17/09/2020,21.5458,42.1432,,
16/09/2020,1564.249,1720.666,,,16/09/2020,21.6455,42.6693,,
15/09/2020,1554.707,1742.014,,,15/09/2020,21.5136,43.1988,,
14/09/2020,1555.546,1722.371,,,14/09/2020,21.5289,42.7122,,
11/09/2020,1534.501,1693.204,,,11/09/2020,21.2368,41.9879,,
10/09/2020,1526.894,1701.951,,,10/09/2020,21.1209,42.2085,,
09/09/2020,1548.328,1734.695,,,09/09/2020,21.4184,43.0203,,
08/09/2020,1530.446,1687.307,,,08/09/2020,21.1646,41.8364,,
04/09/2020,1559.863,1752.608,,,04/09/2020,21.573,43.4713,,
03/09/2020,1561.669,1779.241,,,03/09/2020,21.5994,44.135,,
02/09/2020,1595.683,1870.174,,,02/09/2020,22.0977,46.3697,,
01/09/2020,1570.228,1850.335,,,01/09/2020,21.7338,45.9167,,
31/08/2020,1566.183,1825.228,,,31/08/2020,21.6827,45.2937,,
28/08/2020,1580.412,1815.32,,,28/08/2020,21.9432,45.1751,,
27/08/2020,1568.141,1804.465,,,27/08/2020,21.7717,44.9225,,
26/08/2020,1557.554,1807.917,,,26/08/2020,21.6233,45.0078,,
25/08/2020,1561.509,1772.304,,,25/08/2020,21.6487,44.0758,,
24/08/2020,1562.542,1759.57,,,24/08/2020,21.6644,43.7592,,
21/08/2020,1539.258,1752.112,,,21/08/2020,21.3437,43.5674,,
20/08/2020,1540.023,1743.439,,,20/08/2020,21.3783,43.3575,,
19/08/2020,1547.45,1725.082,,,19/08/2020,21.4814,42.9003,,
18/08/2020,1553.791,1733.001,,,18/08/2020,21.5528,43.096,,
17/08/2020,1561.133,1720.666,,,17/08/2020,21.6536,42.8028,,
14/08/2020,1564.395,1703.414,,,14/08/2020,21.7034,42.3336,,
13/08/2020,1562.446,1706.895,,,13/08/2020,21.6749,42.4212,,
12/08/2020,1574.353,1698.455,,,12/08/2020,21.8422,42.2125,,
11/08/2020,1564.725,1664.378,,,11/08/2020,21.6996,41.3612,,
10/08/2020,1565.932,1689.318,,,10/08/2020,21.7039,41.9752,,
07/08/2020,1550.361,1697.913,,,07/08/2020,21.5287,42.1886,,
06/08/2020,1533.033,1713.272,,,06/08/2020,21.2879,42.5716,,
05/08/2020,1532.157,1697.741,,,05/08/2020,21.2726,42.1812,,
04/08/2020,1519.446,1686.392,,,04/08/2020,21.0966,41.8982,,
03/08/2020,1511.568,1682.439,,,03/08/2020,20.9856,41.796,,
31/07/2020,1506.485,1659.703,,,31/07/2020,20.8936,41.1442,,
30/07/2020,1512.042,1636.004,,,30/07/2020,20.9798,40.8989,,
29/07/2020,1527.642,1630.818,,,29/07/2020,21.1518,40.7702,,
28/07/2020,1507.137,1608.289,,,28/07/2020,20.8972,40.2072,,
27/07/2020,1512.164,1625.682,,,27/07/2020,21.0885,40.6515,,
24/07/2020,1509.758,1601.196,,,24/07/2020,20.9958,40.1168,,
23/07/2020,1523.65,1610.574,,,23/07/2020,21.1876,40.3444,,
22/07/2020,1524.972,1646.472,,,22/07/2020,21.208,41.2449,,
21/07/2020,1516.158,1637.355,,,21/07/2020,21.0861,41.014,,
20/07/2020,1497.017,1651.179,,,20/07/2020,20.7875,41.3319,,
17/07/2020,1506.955,1613.364,,,17/07/2020,21.1746,40.3768,,
16/07/2020,1502.72,1606.945,,,16/07/2020,21.1783,40.2123,,
15/07/2020,1503.582,1618.619,,,15/07/2020,21.4269,40.4983,,
14/07/2020,1476.675,1609.569,,,14/07/2020,21.052,40.2959,,
13/07/2020,1454.125,1590.827,,,13/07/2020,20.7136,39.8119,,
10/07/2020,1456.69,1623.871,,,10/07/2020,20.843,40.6333,,
09/07/2020,1429.638,1618.056,,,09/07/2020,20.4578,40.4889,,
08/07/2020,1453.536,1612.77,,,08/07/2020,20.8,40.3568,,
07/07/2020,1448.925,1591.374,,,07/07/2020,20.7085,39.8102,,
06/07/2020,1470.553,1603.529,,,06/07/2020,21.0181,40.1128,,
02/07/2020,1454.665,1572.017,,,02/07/2020,20.7452,39.3645,,
01/07/2020,1448.333,1564.158,,,01/07/2020,20.7617,39.1669,,
30/06/2020,1453.245,1545.395,,,30/06/2020,20.8814,38.7499,,
29/06/2020,1435.962,1516.541,,,29/06/2020,17.9644,38.8803,,
26/06/2020,1408.527,1500.018,,,26/06/2020,16.9876,32.398,,
25/06/2020,1442.06,1537.007,,,25/06/2020,16.9899,33.1521,,
24/06/2020,1426.005,1518.509,,,24/06/2020,16.7985,32.7664,,
23/06/2020,1470.399,1556.67,,,23/06/2020,17.3208,33.5829,,
22/06/2020,1469.902,1546.332,,,22/06/2020,17.3168,33.3587,,
19/06/2020,1469.929,1528.791,,,19/06/2020,17.2638,32.9845,,
18/06/2020,1483.633,1533.033,,,18/06/2020,17.4323,33.0757,,
17/06/2020,1484.974,1529.819,,,17/06/2020,17.3288,33.0068,,
16/06/2020,1501.349,1529.14,,,16/06/2020,17.5885,33.0402,,
15/06/2020,1475.818,1498.779,,,15/06/2020,17.2888,32.3836,,
12/06/2020,1462.718,1482.498,,,12/06/2020,17.1342,32.0177,,
11/06/2020,1436.824,1466.497,,,11/06/2020,16.8303,31.6722,,
10/06/2020,1539.143,1552.543,,,10/06/2020,18.0292,33.5303,,
09/06/2020,1575.071,1544.439,,,09/06/2020,18.4494,33.3608,,
08/06/2020,1608.211,1545.599,,,08/06/2020,18.8391,33.3856,,
05/06/2020,1576.555,1532.392,,,05/06/2020,18.4661,33.0981,,
04/06/2020,1528.855,1498.147,,,04/06/2020,17.9078,32.356,,
03/06/2020,1520.366,1513.536,,,03/06/2020,17.8091,32.6885,,
02/06/2020,1485.565,1500.549,,,02/06/2020,17.403,32.4071,,
01/06/2020,1470.73,1490.258,,,01/06/2020,17.2316,32.1824,,
29/05/2020,1463.191,1482.586,,,29/05/2020,17.0291,31.8583,,
28/05/2020,1465.003,1469.259,,,28/05/2020,17.0518,31.6008,,
27/05/2020,1477.146,1470.198,,,27/05/2020,17.1953,31.6252,,
26/05/2020,1441.389,1456.768,,,26/05/2020,16.7741,31.3311,,
22/05/2020,1402,1451.897,,,22/05/2020,16.3235,31.2202,,
21/05/2020,1401.726,1444.873,,,21/05/2020,16.315,31.0693,,
20/05/2020,1409.627,1455.332,,,20/05/2020,16.408,31.2942,,
19/05/2020,1383.968,1430.78,,,19/05/2020,16.1281,30.7663,,
18/05/2020,1407.799,1439.291,,,18/05/2020,16.4086,30.9485,,
15/05/2020,1344.302,1405.132,,,15/05/2020,15.6677,30.2123,,
14/05/2020,1344.165,1393.235,,,14/05/2020,15.6672,29.9544,,
13/05/2020,1326.622,1379.845,,,13/05/2020,15.4618,29.6669,,
12/05/2020,1359.686,1402.232,,,12/05/2020,16.0646,30.1487,,
11/05/2020,1394.35,1430.417,,,11/05/2020,16.4731,30.7542,,
08/05/2020,1408.57,1420.33,,,08/05/2020,16.704,30.5287,,
07/05/2020,1374.042,1400.541,,,07/05/2020,16.2868,30.0875,,
06/05/2020,1357.087,1382.425,,,06/05/2020,16.0584,29.6974,,
05/05/2020,1379.558,1380.971,,,05/05/2020,16.3259,29.6662,,
04/05/2020,1373.664,1362.872,,,04/05/2020,16.2544,29.2775,,
01/05/2020,1375.595,1350.241,,,01/05/2020,16.1456,28.7624,,
30/04/2020,1419.731,1388.993,,,30/04/2020,16.6671,29.6101,,
29/04/2020,1453.268,1393.305,,,29/04/2020,16.9892,29.5886,,
28/04/2020,1416.402,1350.791,,,28/04/2020,16.5647,28.6854,,
27/04/2020,1405.844,1367.897,,,27/04/2020,16.4416,29.0485,,
24/04/2020,1371.911,1350.895,,,24/04/2020,16.0448,28.7193,,
23/04/2020,1355.908,1329.86,,,23/04/2020,15.8308,28.2766,,
22/04/2020,1354.729,1329.403,,,22/04/2020,15.8183,28.2669,,
21/04/2020,1333.575,1294.138,,,21/04/2020,15.5712,27.5171,,
20/04/2020,1367.91,1340.667,,,20/04/2020,15.9739,28.5071,,
17/04/2020,1398.331,1358.681,,,17/04/2020,16.3269,28.888,,
16/04/2020,1343.837,1332.557,,,16/04/2020,15.6855,28.3128,,
15/04/2020,1349.69,1317.023,,,15/04/2020,15.766,27.983,,
14/04/2020,1396.208,1337.81,,,14/04/2020,16.3028,28.4071,,
13/04/2020,1369.214,1288.693,,,13/04/2020,15.9883,27.3659,,
09/04/2020,1399.407,1293.168,,,09/04/2020,16.3469,27.4985,,
08/04/2020,1363.048,1279.918,,,08/04/2020,16.3596,27.2144,,
07/04/2020,1309.715,1240.512,,,07/04/2020,15.7067,26.3847,,
06/04/2020,1303.875,1245.942,,,06/04/2020,15.6377,26.5002,,
03/04/2020,1222.563,1158.124,,,03/04/2020,14.6336,24.6563,,
02/04/2020,1244.127,1177.541,,,02/04/2020,14.5495,25.0626,,
01/04/2020,1215.87,1156.182,,,01/04/2020,14.2206,24.5972,,
31/03/2020,1277.745,1210.663,,,31/03/2020,14.9456,25.7589,,
30/03/2020,1300.816,1226.536,,,30/03/2020,13.5979,25.8008,,
27/03/2020,1266.424,1185.245,,,27/03/2020,13.2583,24.9427,,
26/03/2020,1305.853,1230.299,,,26/03/2020,13.6607,25.9143,,
25/03/2020,1227.558,1160.444,,,25/03/2020,12.8421,24.4427,,
24/03/2020,1201.265,1152.082,,,24/03/2020,12.5671,24.27,,
23/03/2020,1093.39,1055.627,,,23/03/2020,11.4384,22.2446,,
20/03/2020,1139.711,1074.222,,,20/03/2020,11.8806,22.4553,,
19/03/2020,1190.389,1120.723,,,19/03/2020,12.4062,23.4224,,
18/03/2020,1181.305,1103.863,,,18/03/2020,12.3111,23.0706,,
17/03/2020,1272.05,1159.074,,,17/03/2020,13.2583,24.2169,,
16/03/2020,1199.488,1097.878,,,16/03/2020,12.5007,22.9505,,
13/03/2020,1364.931,1254.438,,,13/03/2020,14.2345,26.2412,,
12/03/2020,1251.883,1151.751,,,12/03/2020,13.0564,24.096,,
11/03/2020,1392.663,1269.654,,,11/03/2020,14.5187,26.5579,,
10/03/2020,1472.88,1333.307,,,10/03/2020,15.349,27.8839,,
09/03/2020,1412.949,1267.946,,,09/03/2020,14.7287,26.5186,,
06/03/2020,1549.744,1363.409,,,06/03/2020,16.1568,28.5194,,
05/03/2020,1581.179,1385.446,,,05/03/2020,16.4819,28.9755,,
04/03/2020,1638.641,1432.239,,,04/03/2020,17.092,29.955,,
03/03/2020,1577.598,1374.38,,,03/03/2020,16.9054,28.7519,,
02/03/2020,1617.989,1415.097,,,02/03/2020,17.3358,29.6045,,
28/02/2020,1554.592,1352.843,,,28/02/2020,16.636,28.3383,,
27/02/2020,1579.887,1356.167,,,27/02/2020,16.9068,28.4248,,
26/02/2020,1649.271,1419.19,,,26/02/2020,17.622,29.7455,,
25/02/2020,1667.047,1420.105,,,25/02/2020,17.8127,29.7646,,
24/02/2020,1721.513,1464.266,,,24/02/2020,18.3947,30.6902,,
21/02/2020,1773.444,1519.473,,,21/02/2020,18.9476,31.8477,,
20/02/2020,1782.778,1543.002,,,20/02/2020,19.0473,32.355,,
19/02/2020,1782.115,1551.872,,,19/02/2020,19.0427,32.5362,,
18/02/2020,1776.718,1541.922,,,18/02/2020,18.985,32.3274,,
14/02/2020,1785.642,1542.252,,,14/02/2020,19.0727,32.3374,,
13/02/2020,1786.794,1536.545,,,13/02/2020,19.0854,32.2186,,
12/02/2020,1787.546,1538.564,,,12/02/2020,19.0884,32.2614,,
11/02/2020,1780.597,1525.085,,,11/02/2020,18.5136,31.9812,,
10/02/2020,1772.74,1524.18,,,10/02/2020,18.4317,31.9608,,
07/02/2020,1767.069,1507.792,,,07/02/2020,18.3686,31.6078,,
06/02/2020,1778.571,1515.772,,,06/02/2020,18.4817,31.7739,,
05/02/2020,1780.173,1507.083,,,05/02/2020,18.5068,31.5899,,
04/02/2020,1751.832,1499.928,,,04/02/2020,18.3379,32.7218,,
03/02/2020,1732.786,1471.273,,,03/02/2020,18.1452,32.0811,,
31/01/2020,1725.524,1453.944,,,31/01/2020,18.0645,31.6934,,
30/01/2020,1756.777,1480.314,,,30/01/2020,18.3985,32.2276,,
29/01/2020,1749.321,1477.598,,,29/01/2020,18.3203,32.1672,,
28/01/2020,1756.708,1475.103,,,28/01/2020,18.3974,32.1129,,
27/01/2020,1743.868,1456.975,,,27/01/2020,18.2649,31.7107,,
24/01/2020,1768.37,1481.557,,,24/01/2020,18.5224,32.2904,,
23/01/2020,1784.478,1495.704,,,23/01/2020,18.7185,32.6123,,
22/01/2020,1783.736,1493.198,,,22/01/2020,18.7066,32.5587,,
21/01/2020,1783.993,1491.96,,,21/01/2020,18.7096,32.5122,,
17/01/2020,1792.281,1493.775,,,17/01/2020,18.7963,32.5549,,
16/01/2020,1788.879,1488.114,,,16/01/2020,18.7567,32.4393,,
15/01/2020,1775.334,1473.641,,,15/01/2020,18.6136,32.1367,,
14/01/2020,1775.143,1468.374,,,14/01/2020,18.6092,32.0281,,
13/01/2020,1772.691,1472.56,,,13/01/2020,18.7163,32.1166,,
10/01/2020,1762.68,1459.763,,,10/01/2020,18.612,31.8389,,
09/01/2020,1769.58,1462.472,,,09/01/2020,18.6848,31.9034,,
08/01/2020,1763.406,1450.041,,,08/01/2020,18.6196,31.6323,,
07/01/2020,1760.034,1439.403,,,07/01/2020,18.5837,31.4002,,
06/01/2020,1765.443,1442.461,,,06/01/2020,18.6493,31.4754,,
03/01/2020,1764.087,1434.154,,,03/01/2020,18.6346,31.2876,,
02/01/2020,1775.256,1443.206,,,02/01/2020,18.7729,31.5516,,
31/12/2019,1770.357,1426.05,,,31/12/2019,18.6897,31.1278,,
30/12/2019,1764.098,1422.622,,,30/12/2019,18.7576,29.6768,,
27/12/2019,1771.67,1432.362,,,27/12/2019,18.8571,30.0893,,
26/12/2019,1772.805,1432.964,,,26/12/2019,18.8733,30.1024,,
24/12/2019,1768.714,1423.47,,,24/12/2019,18.8295,29.9054,,
23/12/2019,1768.149,1423.664,,,23/12/2019,18.7977,29.9022,,
20/12/2019,1768.93,1420.654,,,20/12/2019,18.5464,29.4918,,
19/12/2019,1759.67,1414.259,,,19/12/2019,18.4064,29.359,,
18/12/2019,1755.054,1405.519,,,18/12/2019,18.3624,29.1777,,
17/12/2019,1756.729,1404.523,,,17/12/2019,18.3771,29.1706,,
16/12/2019,1754.1,1404.81,,,16/12/2019,18.3507,29.1761,,
13/12/2019,1742.706,1393.603,,,13/12/2019,18.2322,28.9428,,
12/12/2019,1748.467,1390.009,,,12/12/2019,18.2918,28.8703,,
11/12/2019,1729.352,1382.516,,,11/12/2019,18.073,28.7149,,
10/12/2019,1727.319,1377.438,,,10/12/2019,18.0417,28.5474,,
09/12/2019,1728.793,1379.018,,,09/12/2019,17.9285,28.5798,,
06/12/2019,1733.416,1384.101,,,06/12/2019,17.9763,28.6876,,
05/12/2019,1717.103,1372.07,,,05/12/2019,17.8144,28.4381,,
04/12/2019,1714.433,1370.761,,,04/12/2019,17.7984,28.4118,,
03/12/2019,1702.209,1363.83,,,03/12/2019,17.6271,28.2684,,
02/12/2019,1715.301,1370.174,,,02/12/2019,17.7609,28.4013,,
29/11/2019,1726.178,1386.099,,,29/11/2019,17.8687,28.7626,,
27/11/2019,1733.915,1392.19,,,27/11/2019,17.8911,28.9238,,
26/11/2019,1728.065,1384.862,,,26/11/2019,17.8315,28.7804,,
25/11/2019,1726.823,1379.556,,,25/11/2019,17.8098,28.6727,,
22/11/2019,1716.347,1364.185,,,22/11/2019,17.7045,28.3608,,
21/11/2019,1710.476,1362.632,,,21/11/2019,17.6443,28.3264,,
20/11/2019,1711.191,1367.752,,,20/11/2019,17.6342,28.3755,,
19/11/2019,1716.39,1372.798,,,19/11/2019,17.68,28.4798,,
18/11/2019,1720.349,1369.536,,,18/11/2019,17.7202,28.4142,,
15/11/2019,1721.734,1367.602,,,15/11/2019,17.7213,28.4542,,
14/11/2019,1711.014,1355.681,,,14/11/2019,17.6128,28.2204,,
13/11/2019,1711.11,1353.209,,,13/11/2019,17.6183,28.169,,
12/11/2019,1711.891,1351.574,,,12/11/2019,17.6512,28.1163,,
11/11/2019,1712.396,1347.43,,,11/11/2019,17.6651,28.0294,,
08/11/2019,1717.376,1347.995,,,08/11/2019,17.7131,28.0448,,
07/11/2019,1714.957,1342.327,,,07/11/2019,17.6893,27.9217,,
06/11/2019,1710.152,1338.704,,,06/11/2019,17.6409,27.8467,,
05/11/2019,1710.428,1338.723,,,05/11/2019,17.6438,27.9194,,
04/11/2019,1709.367,1342.349,,,04/11/2019,17.6421,27.9896,,
01/11/2019,1699.349,1340.186,,,01/11/2019,17.5363,27.936,,
31/10/2019,1679.625,1327.98,,,31/10/2019,17.3242,27.7124,,
30/10/2019,1687.509,1331.406,,,30/10/2019,17.4022,27.7746,,
29/10/2019,1686.334,1324.966,,,29/10/2019,17.3966,27.6287,,
28/10/2019,1682.945,1329.041,,,28/10/2019,17.367,27.723,,
25/10/2019,1677.875,1317.775,,,25/10/2019,17.3034,27.4997,,
24/10/2019,1670.483,1312.117,,,24/10/2019,17.2227,27.379,,
23/10/2019,1674.515,1302.881,,,23/10/2019,17.2651,27.1864,,
22/10/2019,1669.692,1299.896,,,22/10/2019,17.2147,27.1227,,
21/10/2019,1666.149,1311.849,,,21/10/2019,17.1775,27.3884,,
18/10/2019,1653.414,1303.768,,,18/10/2019,17.0463,27.223,,
17/10/2019,1654.695,1313.161,,,17/10/2019,17.059,27.419,,
16/10/2019,1649.03,1308.302,,,16/10/2019,17.0049,27.3178,,
15/10/2019,1650.741,1312.952,,,15/10/2019,17.0224,27.415,,
